No.,jointName,rotate_00,rotate_01,rotate_02,rotate_10,rotate_11,rotate_12,rotate_20,rotate_21,rotate_22

0,arm_L_humerus_ik_bind,0.9821583067678747,0.15630315551142873,0.10456760504109948,-0.1399441421035931,0.9789141995379613,-0.14880398863552582,-0.12562124636282906,0.13151544973927012,0.983322423695365

1,arm_L_elbow_ik_bind,0.9600084762927004,0.0,-0.2799709367883884,0.0,1.0,0.0,0.2799709367883884,0.0,0.9600084762927004

2,arm_L_wirst_ik_bind,0.728880858624761,-0.6808437545790759,-0.07200330395959641,0.12532266969080808,0.23607343092224095,-0.9636200307559875,0.6730727467309902,0.6933405491266675,0.25739456199525923

0,arm_L_humerus_ik_bind,0.4911806873541467,0.7878642856297763,0.3714988557174706,-0.5426588573217263,0.610389316140647,-0.5770149454837645,-0.6813684003096904,0.08182145299635955,0.7273529768200431

1,arm_L_elbow_ik_bind,0.9997972042046759,0.0,-0.0201382835543053,0.0,1.0,0.0,0.0201382835543053,0.0,0.9997972042046759

2,arm_L_wirst_ik_bind,0.1919002421723482,-0.9012741758636943,-0.38843166319883504,-0.5058399540266957,0.2483330983460037,-0.8261093227752272,0.8410114374754156,0.35501483375641235,-0.40824530597233155

0,arm_L_humerus_ik_bind,0.9573987427037242,0.2399010962458789,-0.1607330441737282,-0.2786555767335839,0.9135419756851052,-0.2962973645117824,0.07575432017120755,0.3284638833743825,0.9414737172614105

1,arm_L_elbow_ik_bind,0.9600084762927004,0.0,-0.2799709367883884,0.0,1.0,0.0,0.2799709367883884,0.0,0.9600084762927004

2,arm_L_wirst_ik_bind,0.13696837189289301,-0.1617719713543384,-0.9772765700584156,0.5308267294019969,-0.8209742310350845,0.21029573302549756,-0.8363388359112527,-0.547568389573835,-0.026574617327958405

0,arm_L_humerus_ik_bind,0.6497254341005237,-0.08184241425470702,-0.7557504082114984,-0.420130735239099,0.7898879463357688,-0.44672944557183086,0.6335195542288649,0.6077654576087902,0.4788257751492057

1,arm_L_elbow_ik_bind,0.2506737491220294,0.0,0.9680716251916,-0.0,1.0,0.0,-0.9680716251916,-0.0,0.2506737491220294

2,arm_L_wirst_ik_bind,-0.8978209216610746,0.27909423617023676,-0.34062295865694575,-0.42004795213599755,-0.7749950150903835,0.4721678139087965,-0.1322017796174246,0.5670001180966446,0.8130397010874542

0,arm_L_humerus_ik_bind,0.7339314467836963,-0.26304026231924893,-0.6262223661136762,0.6745705216136948,0.1745470439163963,0.7172781474643399,-0.07936776922541144,-0.9488641366702972,0.30554477143147696

1,arm_L_elbow_ik_bind,0.3188343985769331,0.0,0.9478104379484779,-0.0,1.0,0.0,-0.9478104379484779,-0.0,0.3188343985769331

2,arm_L_wirst_ik_bind,-0.5234433590009244,-0.31194332019976956,0.7929050478465712,0.7413744925532492,0.29192220665300095,0.604272527138422,-0.4199653696547392,0.9041420188474746,0.07846208030107106

0,arm_L_humerus_ik_bind,0.8202662868985341,0.25354170753938327,0.5127180717662542,-0.1792182132813852,0.965176662660847,-0.19056453469388673,-0.5431795749159939,0.06442524654887624,0.8371411690994517

1,arm_L_elbow_ik_bind,0.9600084762927004,0.0,-0.2799709367883884,0.0,1.0,0.0,0.2799709367883884,0.0,0.9600084762927004

2,arm_L_wirst_ik_bind,-0.33324804343085557,0.09638702687548747,-0.9378993989760365,0.3640746739440591,0.9307596103461756,-0.03370726243352362,0.8697099363247688,-0.35269829712991163,-0.3452658944344588

0,arm_L_humerus_ik_bind,0.9568488178819575,0.24029429834503846,0.16339825550098802,-0.2029941832772963,0.9550936917517173,-0.21584578182503122,-0.20792715376661114,0.17336288575972997,0.9626586147578875

1,arm_L_elbow_ik_bind,0.9600084762927004,0.0,-0.2799709367883884,0.0,1.0,0.0,0.2799709367883884,0.0,0.9600084762927004

2,arm_L_wirst_ik_bind,-0.7123536853861216,-0.6819573018642713,-0.16579042599261803,-0.11355893502989947,-0.12111515904418257,0.9861214359928383,-0.6925724476122953,0.7212942233816279,0.008834484965679179

0,arm_L_humerus_ik_bind,0.8543872684188217,-0.4894257353341791,-0.17459909838376036,0.5001511185899503,0.6833889158006651,0.5318161790825972,-0.14096543596586195,-0.5417029069087497,0.8286656180327292

1,arm_L_elbow_ik_bind,0.30314492087503525,0.0,0.9529444668749949,-0.0,1.0,0.0,-0.9529444668749949,-0.0,0.30314492087503525

2,arm_L_wirst_ik_bind,0.4540949988180344,-0.3060564023056734,-0.8367360459883134,-0.02542085583103732,-0.9432152988962135,0.33120791055912974,-0.8905905412350096,-0.12912930936017053,-0.4360895657166065

0,arm_L_humerus_ik_bind,0.645783944282504,0.6441013297481929,-0.4099958223244982,-0.668637149858818,0.217824087627545,-0.7109690771601138,-0.368629162079736,0.7332708530044251,0.5713373758109603

1,arm_L_elbow_ik_bind,0.9600084762927004,0.0,-0.2799709367883884,0.0,1.0,0.0,0.2799709367883884,0.0,0.9600084762927004

2,arm_L_wirst_ik_bind,0.4295868781512026,-0.17336997837918802,0.8862268133593699,0.8529306084356653,0.400228557567811,-0.3351514268218997,-0.2965880835668715,0.8998666302869492,0.31980549773595374

0,arm_L_humerus_ik_bind,0.8739808682128388,-0.1682698739595803,-0.45589767658495406,0.3656137773418216,0.8456898376060333,0.3887611919774477,0.32013123530167636,-0.506452315709493,0.8006385227408901

1,arm_L_elbow_ik_bind,0.9600084762927004,0.0,-0.2799709367883884,0.0,1.0,0.0,0.2799709367883884,0.0,0.9600084762927004

2,arm_L_wirst_ik_bind,-0.6687702443886898,-0.4140262846046834,-0.6175180935622325,0.6828926947794053,-0.6704734158714513,-0.29003959389467854,-0.29394545010463147,-0.6156684450790945,0.7311281953916671

0,arm_L_humerus_ik_bind,0.9549413528934336,-0.14768833851346275,0.25743963797595654,0.11839234211257142,0.9849545512469439,0.12588798714345623,-0.27215853075580515,-0.0897367630632173,0.9580590000056246

1,arm_L_elbow_ik_bind,0.9600084762927004,0.0,-0.2799709367883884,0.0,1.0,0.0,0.2799709367883884,0.0,0.9600084762927004

2,arm_L_wirst_ik_bind,0.2620909426417705,-0.3883303365320447,-0.8834635745258865,0.7142319474715136,-0.5375891824404943,0.4481858946174114,-0.6489846400310233,-0.7484633729527915,0.13646067694370279

0,arm_L_humerus_ik_bind,0.6471045527264079,0.11474845235554766,0.7537164523365285,-0.07869240471921082,0.9933811494926115,-0.08367435253556453,-0.7583292182688623,-0.005165705638595607,0.651851296082927

1,arm_L_elbow_ik_bind,0.9600084762927004,0.0,-0.2799709367883884,0.0,1.0,0.0,0.2799709367883884,0.0,0.9600084762927004

2,arm_L_wirst_ik_bind,0.7263641713389757,0.38671205675319714,-0.5681979195287107,-0.4926485237537889,0.8693948314276161,-0.0380796419384368,0.4792624778117474,0.307581553817291,0.8220103801735628

0,arm_L_humerus_ik_bind,0.8798181436213653,0.269278189341434,0.3916749812020842,-0.19879228533802434,0.9569749361383566,-0.2113778580955766,-0.4317425870177041,0.1081121100894206,0.8954943384562927

1,arm_L_elbow_ik_bind,0.9600084762927004,0.0,-0.2799709367883884,0.0,1.0,0.0,0.2799709367883884,0.0,0.9600084762927004

2,arm_L_wirst_ik_bind,-0.4687078644317966,0.8501280963793805,0.23998991138411568,-0.38323792844671956,-0.44047882682300754,0.8118541083966344,0.7958904623248426,0.2885491688898065,0.5322572208184218

0,arm_L_humerus_ik_bind,0.9113795345833996,0.4104117883077069,-0.030814087048229306,-0.3859391414477917,0.8262232489792278,-0.410373149639143,-0.1429626631015501,0.38589805242353703,0.9113969333362021

1,arm_L_elbow_ik_bind,0.5380081427701021,0.0,0.8429396409666978,-0.0,1.0,0.0,-0.8429396409666978,-0.0,0.5380081427701021

2,arm_L_wirst_ik_bind,0.9374502466323787,0.23075589135051516,0.26065063532614213,-0.1698597642370589,0.956763752591241,-0.2361160355013124,-0.303866246204186,0.1770729802498267,0.93611455713669

0,arm_L_humerus_ik_bind,0.8053456949660902,0.5582053372357484,-0.19956230375777273,-0.5538701625434562,0.5885424127718227,-0.5889360503592956,-0.21129636684919736,0.5848287183870553,0.7831533792981317

1,arm_L_elbow_ik_bind,0.19643894773875947,0.0,0.980516057905881,-0.0,1.0,0.0,-0.980516057905881,-0.0,0.19643894773875947

2,arm_L_wirst_ik_bind,0.8668913344494686,-0.22733022544823367,0.4436444329122983,0.12447382260682693,0.9604861120836854,0.24894315813054665,-0.4827066207771173,-0.16058454811102293,0.8609337495800213

0,arm_L_humerus_ik_bind,0.7392538652530085,-0.5691139217315544,0.36001814787565484,0.407642781255554,0.8037086062710896,0.4334510803954919,-0.5360327281040993,-0.1736715874779547,0.8261398756289179

1,arm_L_elbow_ik_bind,0.9600084762927004,0.0,-0.2799709367883884,0.0,1.0,0.0,0.2799709367883884,0.0,0.9600084762927004

2,arm_L_wirst_ik_bind,0.753810284632859,0.569133291582744,-0.328416429543224,-0.25796351660663247,0.7159963463029784,0.6486941160367691,0.6043383811091827,-0.40427283917297346,0.6865410349173278

0,arm_L_humerus_ik_bind,0.7892587414224439,0.007135041057224503,-0.6140193240260208,-0.05217044600470456,0.9970962647794455,-0.055473266773719145,0.6118405704527365,0.07581642270636176,0.7873391812910623

1,arm_L_elbow_ik_bind,0.49790505967960896,0.0,0.8672315443671575,-0.0,1.0,0.0,-0.8672315443671575,-0.0,0.49790505967960896

2,arm_L_wirst_ik_bind,0.6672369446492081,0.69748246491629,0.26136769278066097,-0.7088866061301177,0.7023571559193345,-0.06460808910830866,-0.22863647859541777,-0.14217115271109035,0.9630746201579017

0,arm_L_humerus_ik_bind,0.6479730738119355,0.36040867406573324,0.6709966343230729,-0.24693028676458795,0.9327839151225983,-0.26256351834730546,-0.7205250371035486,0.0044446987229102295,0.6934146779238182

1,arm_L_elbow_ik_bind,0.9600084762927004,0.0,-0.2799709367883884,0.0,1.0,0.0,0.2799709367883884,0.0,0.9600084762927004

2,arm_L_wirst_ik_bind,-0.5473159544018175,-0.03421675422041302,-0.8362263209130928,-0.6391150096329126,-0.6280080755625068,0.4440020962677975,-0.5403491931326903,0.7774542242208837,0.32185039804535603

0,arm_L_humerus_ik_bind,0.7582150757534375,0.1123483188415211,-0.6422520954840808,-0.6225890120098575,0.4172907257512054,-0.6620055681991064,0.19363063038888895,0.9018016996299775,0.3863429480651682

1,arm_L_elbow_ik_bind,0.5595640648483046,0.0,0.828787100123091,-0.0,1.0,0.0,-0.828787100123091,-0.0,0.5595640648483046

2,arm_L_wirst_ik_bind,0.3924754290923643,-0.8263663579113827,-0.4038337282484479,-0.4333235371217262,0.2211534748816869,-0.8736829245922524,0.8112914086412358,0.5178897402536874,-0.27128668821910096

0,arm_L_humerus_ik_bind,0.9439458863100704,0.2718043574049563,0.18731939305361406,-0.22462867694953584,0.9447182899537794,-0.23884997408144704,-0.24188452040218836,0.18338414305082545,0.9528179967167485

